end_date,tau,theta,kappa,rho,sigma,R0,score,alpha1,1/alpha2,1/beta,1/gamma,Re,susceptibles,total_population
2020-03-21,53.0,0.0006383457435679919,9.524154904240597e-05,0.0043568932507388625,0.00012079658118115814,20.15,0.5441922169514823,0.001,386.0,8.0,304.0,19.543610439723317,9815451.0,10120000.0
2020-03-22,136.33333333333331,0.005622792272474241,0.0004625321509647519,0.010784484348193603,0.00010066381765096512,19.808333333333334,0.4676357745470732,0.006,349.5,8.0,253.33333333333334,19.126154827898546,9767327.333333334,10120000.0
2020-03-23,219.66666666666666,0.01060723880138049,0.0008298227528870979,0.017212075445648345,8.05310541207721e-05,19.466666666666665,0.3910793321426641,0.011,313.0,8.0,202.66666666666669,18.70869921607378,9719203.666666666,10120000.0
2020-03-24,303.0,0.015591685330286738,0.0011971133548094438,0.023639666543103087,6.039829059057908e-05,19.125,0.314522889738255,0.016,276.5,8.0,152.0,18.29124360424901,9671080.0,10120000.0
2020-03-25,386.3333333333333,0.020576131859192985,0.0015644039567317897,0.03006725764055783,4.026552706038605e-05,18.783333333333335,0.23796644733384587,0.021,240.0,8.0,101.33333333333334,17.87378799242424,9622956.333333334,10120000.0
2020-03-26,469.66666666666663,0.025560578388099234,0.0019316945586541356,0.036494848738012564,2.0132763530193026e-05,18.441666666666666,0.16141000492943675,0.026000000000000002,203.5,8.0,50.666666666666686,17.45633238059947,9574832.666666666,10120000.0
2020-03-27,553.0,0.030545024917005482,0.0022989851605764817,0.042922439835467306,0.0,18.1,0.08485356252502761,0.031,167.0,8.0,0.0,17.038876768774703,9526709.0,10120000.0
2020-03-28,595.5,0.03855172992846749,0.002056350356237876,0.04580636537737536,0.0006227648714349418,17.236250000000002,0.12009566637278707,0.039,362.625,8.125,15.5,16.708511128211462,9448741.2,10120000.0
2020-03-29,638.0,0.046558434939929505,0.0018137155518992707,0.04869029091928342,0.0012455297428698837,16.372500000000002,0.15533777022054654,0.047,558.25,8.25,31.0,16.378145487648222,9370773.4,10120000.0
2020-03-30,680.5,0.05456513995139152,0.0015710807475606652,0.05157421646119148,0.0018682946143048255,15.508750000000001,0.190579874068306,0.055,753.875,8.375,46.5,16.04777984708498,9292805.6,10120000.0
2020-03-31,723.0,0.06257184496285353,0.0013284459432220596,0.054458142003099536,0.0024910594857397673,14.645,0.22582197791606545,0.063,949.5,8.5,62.0,15.717414206521738,9214837.8,10120000.0
2020-04-01,765.5,0.07057854997431554,0.001085811138883454,0.05734206754500759,0.0031138243571747094,13.78125,0.26106408176382495,0.07100000000000001,1145.125,8.625,77.5,15.387048565958498,9136870.0,10120000.0
2020-04-02,808.0,0.07858525498577755,0.0008431763345448484,0.06022599308691565,0.003736589228609651,12.9175,0.2963061856115844,0.079,1340.75,8.75,93.0,15.056682925395256,9058902.2,10120000.0
2020-04-03,850.5,0.08659195999723956,0.0006005415302062429,0.0631099186288237,0.004359354100044593,12.05375,0.33154828945934384,0.087,1536.375,8.875,108.5,14.726317284832016,8980934.4,10120000.0
2020-04-04,893.0,0.09459866500870158,0.00035790672586763733,0.06599384417073176,0.004982118971479535,11.19,0.36679039330710334,0.095,1732.0,9.0,124.0,14.395951644268774,8902966.6,10120000.0
2020-04-05,838.5,0.09371341265558832,0.000375369979996692,0.06120402938169544,0.004566942390522907,11.407499999999999,0.3637345570713996,0.09404166666666666,1610.9166666666667,9.75,113.66666666666667,14.065586003705533,8824998.8,10120000.0
2020-04-06,784.0,0.09282816030247507,0.00039283323412574666,0.056414214592659113,0.004151765809566279,11.625,0.36067872083569597,0.09308333333333334,1489.8333333333333,10.5,103.33333333333333,13.735220363142293,8747031.0,10120000.0
2020-04-07,729.5,0.0919429079493618,0.0004102964882548013,0.051624399803622795,0.003736589228609651,11.8425,0.35762288459999225,0.092125,1368.75,11.25,93.0,13.404854722579051,8669063.2,10120000.0
