end_date,tau,theta,kappa,rho,sigma,R0,score,alpha1,1/alpha2,1/beta,1/gamma,Re,susceptibles,total_population
2020-04-03,782.0,0.0015452838653247096,0.00030281684589308206,0.1233017248189999,0.024468036129305724,4.97,0.3903894638685929,0.002,1793.0,4.0,22.0,4.600481174355495,13644083.0,14740000.0
2020-04-04,832.8,0.022921914367147144,0.002783629763109436,0.13004168603524452,0.01957442890344458,6.18,0.3532696664411182,0.0232,1445.6,4.0,17.6,5.658436960108547,13561045.6,14740000.0
2020-04-05,883.6,0.04429854486896958,0.00526444268032579,0.13678164725148914,0.014680821677583434,7.39,0.31614986901364345,0.0444,1098.2,4.0,13.2,6.716392745861601,13478008.2,14740000.0
2020-04-06,934.4,0.06567517537079201,0.007745255597542144,0.14352160846773376,0.009787214451722289,8.6,0.27903007158616877,0.0656,750.8000000000002,4.0,8.799999999999999,7.774348531614654,13394970.8,14740000.0
2020-04-07,985.2,0.08705180587261445,0.010226068514758498,0.15026156968397839,0.0048936072258611435,9.809999999999999,0.241910274158694,0.0868,403.4000000000001,4.0,4.399999999999999,8.832304317367708,13311933.4,14740000.0
2020-04-08,1036.0,0.10842843637443689,0.012706881431974851,0.157001530900223,0.0,11.02,0.20479047673121928,0.108,56.0,4.0,0.0,9.89026010312076,13228896.0,14740000.0
2020-04-09,900.0,0.18213553513262964,0.09799183950493152,0.1329376260681335,0.0,9.184999999999999,0.3992628768364233,0.18183333333333335,46.666666666666664,5.333333333333333,0.0,8.243326635911352,13151381.333333334,14740000.0
2020-04-10,764.0,0.2558426338908224,0.1832767975778882,0.108873721236044,0.0,7.35,0.5937352769416273,0.2556666666666667,37.33333333333333,6.666666666666666,0.0,6.596393168701944,13073866.666666666,14740000.0
2020-04-11,628.0,0.3295497326490151,0.2685617556508449,0.0848098164039545,0.0,5.515,0.7882076770468314,0.3295,28.0,8.0,0.0,4.949459701492537,12996352.0,14740000.0
2020-04-12,492.0,0.40325683140720786,0.35384671372380155,0.060745911571865,0.0,3.6799999999999997,0.9826800771520354,0.4033333333333334,18.666666666666664,9.333333333333332,0.0,3.302526234283129,12918837.333333334,14740000.0
2020-04-13,356.0,0.4769639301654006,0.4391316717967582,0.036682006739775494,0.0,1.8449999999999989,1.1771524772572395,0.47716666666666674,9.333333333333329,10.666666666666666,0.0,1.6555927670737223,12841322.666666666,14740000.0
2020-04-14,220.0,0.5506710289235933,0.5244166298697149,0.012618101907686008,0.0,0.01,1.3716248773624433,0.551,0.0,12.0,0.0,0.00865929986431479,12763808.0,14740000.0
2020-04-15,285.3529411764706,0.5193224707845715,0.4936285041272196,0.01666624526626694,0.0005136177232439204,0.49176470588235294,1.3002861164880672,0.5196470588235295,53.35294117647059,11.941176470588236,6.176470588235294,0.38108084396200814,12683361.823529411,14740000.0
2020-04-16,350.7058823529412,0.48797391264554973,0.46284037838472425,0.02071438862484787,0.0010272354464878409,0.9735294117647059,1.228947355613691,0.4882941176470589,106.70588235294117,11.882352941176471,12.352941176470589,0.7535023880597015,12602915.647058824,14740000.0
2020-04-17,416.05882352941177,0.45662535450652797,0.43205225264222885,0.0247625319834288,0.0015408531697317612,1.4552941176470588,1.1576085947393149,0.4569411764705883,160.05882352941177,11.823529411764707,18.529411764705884,1.1259239321573948,12522469.470588235,14740000.0
